name,location,link,tags,description
Triangle Land Conservancy,"Raleigh, NC",triangleland.org,"Land Conservation, Native Habitat, Pollinators, Restoration, Volunteering","Triangle Land Conservancy protects natural areas and working lands around Raleigh, preserving and restoring habitat used by native bees, butterflies, and other wildlife."
Bee Downtown,"Raleigh, NC",beedowntown.com,"Urban Beekeeping, Corporate Apiaries, Hive Data, Education, Technology",Raleigh-based Bee Downtown manages urban and corporate hives and uses beekeeping education and hive data to connect organizations with pollinator conservation.
Utah Beekeepers Association,"Salt Lake City, UT",utahbeekeepers.org,"Honey Bees, Beekeeping, Education, Hive Health, Local Clubs","Utah Beekeepers Association provides educational meetings, swarm resources, and support for beekeepers and local bee clubs throughout the Salt Lake City region."
Red Butte Garden,"Salt Lake City, UT",redbuttegarden.org,"Botanical Garden, Native Plants, Pollinators, Conservation, Education","Red Butte Garden maintains extensive plant collections and natural areas that support bees, butterflies, hummingbirds, and other pollinators while offering public education."
Natural History Museum of Utah,"Salt Lake City, UT",nhmu.utah.edu,"Natural History, Insects, Native Plants, Research, Youth Education","The Natural History Museum of Utah connects visitors with regional biodiversity and offers research and education related to insects, plants, and ecological relationships."
TreeUtah,"Salt Lake City, UT",treeutah.org,"Urban Forestry, Native Plants, Habitat Restoration, Volunteering, Pollinators",TreeUtah organizes community planting and stewardship projects that expand urban habitat and improve food and shelter resources for pollinators and other wildlife.
Jordan River Commission,"Salt Lake City, UT",jordanrivercommission.com,"River Habitat, Native Plants, Restoration, Community Science, Pollinators","Jordan River Commission coordinates restoration and community projects along the Jordan River, including native planting and habitat improvements that benefit pollinators."
Utah Native Plant Society,"Salt Lake City, UT",unps.org,"Native Plants, Pollinator Habitat, Conservation, Education, Plant Resources","Utah Native Plant Society promotes the conservation and use of Utah native plants, which provide locally adapted food and habitat for native pollinators."
Tracy Aviary and Botanical Gardens,"Salt Lake City, UT",tracyaviary.org,"Botanical Gardens, Birds, Pollinators, Native Plants, Conservation Education","Tracy Aviary's gardens and conservation programs support birds, insects, and native plants while providing environmental education and community science opportunities."
Salt Lake City Native Plant Program,"Salt Lake City, UT",slc.gov/parks/native-plant-program-homepage,"Native Plants, Pollinator Gardens, Public Lands, Restoration, Volunteering","Salt Lake City's Native Plant Program collects seed, propagates local plants, restores public lands, and creates habitat features such as pollinator gardens."
Sacramento Area Beekeepers Association,"Sacramento, CA",sacbeekeepers.org,"Honey Bees, Beekeeping, Education, Pollinator Gardening, Mentorship","Sacramento Area Beekeepers Association promotes beekeeping and honey bee awareness through meetings, classes, mentoring, and pollinator-friendly gardening education."
California Native Plant Society — Sacramento Valley Chapter,"Sacramento, CA",sacvalleycnps.org,"Native Plants, Pollinator Habitat, Conservation, Education, Field Programs","The Sacramento Valley Chapter promotes native plants and habitat conservation through education, field activities, plant sales, and community outreach."
UC Davis Bohart Museum of Entomology,"Sacramento, CA",bohart.ucdavis.edu,"Entomology, Insect Collections, Pollinator Identification, Research, Education","The Bohart Museum houses a major insect collection and provides public education and expert knowledge about bees, butterflies, and other pollinating insects."
UC Davis Arboretum and Public Garden,"Sacramento, CA",arboretum.ucdavis.edu,"Public Garden, Pollinator Plants, Research, Native Habitat, Education",The UC Davis Arboretum maintains demonstration gardens and habitat plantings that support pollinators while providing research-based landscape education.
Effie Yeaw Nature Center,"Sacramento, CA",sacnaturecenter.net,"Nature Center, Native Habitat, Butterflies, Youth Education, Conservation","Effie Yeaw Nature Center protects riparian habitat and offers programs about native plants, insects, and wildlife for schools and families in the Sacramento region."
Sacramento Tree Foundation,"Sacramento, CA",sactree.org,"Urban Forestry, Native Trees, Habitat, Community Planting, Pollinators",Sacramento Tree Foundation engages volunteers in planting and caring for trees that improve urban habitat and provide seasonal food and shelter for pollinators.
Soil Born Farms,"Sacramento, CA",soilborn.org,"Urban Agriculture, Pollinator Gardens, Youth Programs, Native Plants, Education","Soil Born Farms operates educational farms and gardens where students and volunteers learn about sustainable agriculture, native habitat, and pollinator-supporting practices."
UC Cooperative Extension Master Gardeners of Sacramento County,"Sacramento, CA",sacmg.ucanr.edu,"Master Gardeners, Pollinator Education, Native Plants, Demonstration Gardens, Outreach","Sacramento County Master Gardeners provide science-based advice, demonstration gardens, and classes on plants and practices that support bees, butterflies, and beneficial insects."
Alamo Area Beekeepers Association,"San Antonio, TX",alamoareabeekeepers.com,"Honey Bees, Beekeeping, Education, Mentorship, Hive Health","Alamo Area Beekeepers Association supports San Antonio-area beekeepers through meetings, training, mentoring, and public education about honey bees and hive care."
San Antonio Botanical Garden,"San Antonio, TX",sabgtx.org,"Botanical Garden, Native Plants, Pollinator Habitat, Conservation, Education","San Antonio Botanical Garden grows native and pollinator-friendly plants and offers education about South Texas ecosystems, water conservation, and wildlife gardening."
Native Plant Society of Texas — San Antonio Chapter,"San Antonio, TX",npsot.org/chapters/san-antonio,"Native Plants, Pollinator Gardens, Conservation, Education, Community Outreach","The San Antonio Chapter promotes native plants through programs, plant resources, and community projects that support butterflies, bees, and other local wildlife."
Friends of McAllister Park,"San Antonio, TX",mcallisterpark.org,"Butterfly Garden, Native Plants, Pollinator Habitat, Volunteering, Education",Friends of McAllister Park manages a volunteer-led butterfly and botanical garden designed with native host and nectar plants for San Antonio pollinators.
San Antonio River Foundation,"San Antonio, TX",sariverfound.org,"River Habitat, Native Plants, Pollinators, Public Art, Community Education",San Antonio River Foundation supports parks and restored river landscapes with native plantings that provide habitat for pollinators and other wildlife.
Mitchell Lake Audubon Center,"San Antonio, TX",mitchelllake.audubon.org,"Native Habitat, Birds, Butterflies, Pollinators, Environmental Education","Mitchell Lake Audubon Center protects wetlands and native landscapes while offering education and community science programs involving birds, plants, and insects."
San Antonio Zoo Center for Conservation and Research,"San Antonio, TX",sazoo.org/conservation,"Wildlife Conservation, Pollinators, Research, Education, Community Science","San Antonio Zoo's conservation programs connect research and public education and can support projects involving native insects, butterflies, habitat, and biodiversity monitoring."
Texas Butterfly Ranch,"San Antonio, TX",texasbutterflyranch.com,"Monarchs, Butterflies, Native Plants, Community Science, Education","Texas Butterfly Ranch is a San Antonio-based conservation and education resource focused on monarch migration, butterfly habitat, native plants, and citizen science."
City of Orlando Apiary Program,"Orlando, FL",orlando.gov/Our-Government/Departments-Offices/Executive-Offices/CAO/Sustainability-Resilience/Green-Works-Focus-Areas/Livability/Apiary-Program,"Urban Beekeeping, Youth Training, Pollinator Gardens, Education, Public Programs","Orlando's Apiary Program maintains city beehives, trains young people in beekeeping, and plants pollinator gardens for education and habitat improvement."
Florida Native Plant Society — Tarflower Chapter,"Orlando, FL",tarflower.fnpschapters.org,"Native Plants, Pollinator Habitat, Conservation, Education, Field Trips","The Tarflower Chapter promotes Central Florida native plants and habitats through meetings, field trips, plant education, and community conservation activities."
Orlando Science Center,"Orlando, FL",osc.org,"STEM Education, Insects, Pollinators, Youth Programs, Community Outreach","Orlando Science Center offers hands-on science programs and exhibits that can support partnerships involving insect biology, environmental sensing, and pollinator education."
Harry P. Leu Gardens,"Orlando, FL",leugardens.org,"Botanical Garden, Butterflies, Pollinator Plants, Education, Community Events","Leu Gardens maintains diverse plant collections and outdoor habitats that attract butterflies, bees, and other pollinators while providing horticulture education."
Mead Botanical Garden,"Orlando, FL",meadgarden.org,"Native Plants, Butterfly Habitat, Community Garden, Education, Volunteering","Mead Botanical Garden in Winter Park protects urban natural areas and offers native gardens, environmental programs, and volunteer opportunities in the Orlando metro."
UF/IFAS Extension Orange County,"Orlando, FL",sfyl.ifas.ufl.edu/orange,"Pollinator Gardens, Florida-Friendly Landscaping, Master Gardeners, Education, Outreach","UF/IFAS Extension Orange County provides research-based guidance and demonstration gardens focused on Florida native plants, butterflies, bees, and sustainable landscaping."
Central Florida Beekeepers Association,"Orlando, FL",centralfloridabeekeepers.org,"Honey Bees, Beekeeping, Education, Mentorship, Hive Health","Central Florida Beekeepers Association connects local beekeepers through training, meetings, mentoring, and public education about honey bees and colony management."
Black Bee Honey,"Orlando, FL",blackbeehoney.com,"Youth Beekeeping, Social Enterprise, Honey Bees, Education, Community Development","Black Bee Honey is an Orlando social enterprise that teaches young people beekeeping, entrepreneurship, and environmental stewardship through locally managed hives."
Tampa Bay Butterfly Foundation,"Tampa, FL",tampabaybutterflyfoundation.org,"Butterflies, Native Plants, Pollinator Habitat, Education, Conservation","Tampa Bay Butterfly Foundation protects butterflies and other pollinators through native habitat restoration, educational programs, garden certification, and community outreach."
Butterfly Tampa,"Tampa, FL",butterflytampa.com,"Butterflies, Bug Zoo, Native Plants, Pollinator Education, Botanical Garden","Butterfly Tampa operates a native butterfly botanical garden and bug zoo that teaches visitors about Florida insects, host plants, and pollinator conservation."
VISTA Gardens,"Tampa, FL",vistagardentampa.org,"Community Garden, Native Plants, Pollinator Habitat, Education, Volunteering","VISTA Gardens is a nonprofit community garden with native pollinator gardens that support butterflies, bees, hummingbirds, and other wildlife."
Tampa Bay Beekeepers Association,"Tampa, FL",tampabaybeekeepers.com,"Honey Bees, Beekeeping, Education, Mentorship, Hive Health","Tampa Bay Beekeepers Association supports regional beekeepers with practical training, meetings, swarm resources, and education about responsible hive management."
Florida Native Plant Society — Suncoast Chapter,"Tampa, FL",suncoast.fnpschapters.org,"Native Plants, Pollinator Gardens, Conservation, Education, Community Outreach","The Suncoast Chapter promotes native plants and ecological landscaping in the Tampa Bay area through education, field activities, and community projects."
USF Botanical Gardens,"Tampa, FL",gardens.usf.edu,"Botanical Garden, Butterflies, Pollinator Plants, Research, Education","The University of South Florida Botanical Gardens maintains diverse plant collections and educational gardens that provide habitat for bees, butterflies, and other pollinators."
Florida Botanical Gardens Foundation,"Tampa, FL",flbgfoundation.org,"Botanical Gardens, Native Plants, Butterflies, Community Education, Volunteering","Florida Botanical Gardens Foundation supports public gardens in the Tampa Bay region, including native and butterfly-friendly landscapes used for education and community events."
Tampa Bay Watch,"Tampa, FL",tampabaywatch.org,"Habitat Restoration, Native Plants, Coastal Conservation, Education, Volunteering",Tampa Bay Watch leads habitat restoration and environmental education projects that improve regional ecosystems and create healthier landscapes for pollinators and other wildlife.
Midwestern Beekeepers Association,"Kansas City, MO",midwesternbeekeepers.org,"Honey Bees, Beekeeping, Education, Mentorship, Hive Health","Midwestern Beekeepers Association is a Kansas City metro club that supports new and experienced beekeepers through meetings, workshops, mentoring, and public education about honey bees."
Deep Roots KC,"Kansas City, MO",deeproots.org,"Native Plants, Pollinator Habitat, Community Education, Landscape Restoration, Biodiversity","Deep Roots KC helps residents, schools, businesses, and municipalities replace conventional landscapes with native plantings that support bees, butterflies, and other wildlife."
Bridging The Gap — Kansas City WildLands,"Kansas City, MO",bridgingthegap.org/keep-kc-wild,"Habitat Restoration, Native Plants, Urban Conservation, Volunteering, Biodiversity","Kansas City WildLands organizes volunteers and conservation partners to restore remnant prairies, woodlands, and glades that provide important habitat for native pollinators."
Powell Gardens,"Kansas City, MO",powellgardens.org,"Botanical Garden, Pollinator Education, Native Plants, Butterflies, Youth Programs","Powell Gardens maintains extensive native and cultivated gardens and provides public programs about plants, butterflies, insects, gardening, and regional ecosystems."
Kansas City Community Gardens,"Kansas City, MO",kccg.org,"Community Gardens, Youth Education, Pollinator Habitat, Urban Agriculture, Native Plants","Kansas City Community Gardens supports neighborhood and school gardens across the metro area, creating opportunities for pollinator plantings, garden sensors, and youth STEM education."
Anita B. Gorman Conservation Discovery Center,"Kansas City, MO",mdc.mo.gov/discover-nature/places/anita-b-gorman-conservation-discovery-center,"Native Pollinators, Conservation Education, Demonstration Gardens, Community Programs, Wildlife Habitat","The Anita B. Gorman Conservation Discovery Center offers native landscaping, wildlife habitat demonstrations, and public education programs about Missouri plants, insects, and conservation."
Missouri Prairie Foundation — Grow Native!,"Kansas City, MO",grownative.org,"Native Plants, Pollinator Gardens, Habitat Conservation, Education, Regional Partnerships",Grow Native! promotes the use of Missouri native plants in urban and suburban landscapes to improve biodiversity and provide food and nesting resources for pollinators.
Kansas City Zoo & Aquarium,"Kansas City, MO",kansascityzoo.org,"Conservation Education, Butterflies, Pollinators, Youth Programs, Wildlife","Kansas City Zoo & Aquarium provides conservation and youth education programs that can support projects involving butterflies, pollinator habitat, biodiversity monitoring, and interactive exhibits."
Milwaukee Waukesha Beekeepers Association,"Milwaukee, WI",mwbeekeepers.org,"Honey Bees, Beekeeping, Education, Mentorship, Hive Health","Milwaukee Waukesha Beekeepers Association connects local beekeepers through meetings, classes, mentoring, and outreach focused on responsible hive management and honey bee health."
Urban Ecology Center,"Milwaukee, WI",urbanecologycenter.org,"Urban Ecology, Pollinator Habitat, Community Science, Youth Education, Native Plants","The Urban Ecology Center manages natural areas and runs environmental education and community-science programs that include insects, native plants, and urban habitat restoration."
Schlitz Audubon Nature Center,"Milwaukee, WI",schlitzaudubon.org,"Native Plants, Butterflies, Habitat Restoration, Environmental Education, Community Science","Schlitz Audubon protects natural habitat along Lake Michigan and offers educational programs and volunteer projects involving native plants, insects, birds, and ecological monitoring."
Wehr Nature Center,"Milwaukee, WI",friendsofwehr.org,"Pollinator Gardens, Butterflies, Native Plants, Field Trips, Conservation Education","Wehr Nature Center maintains prairies, gardens, and natural habitats while offering school and public programs about butterflies, insects, native plants, and conservation."
Boerner Botanical Gardens,"Milwaukee, WI",milwaukeecounty.gov/EN/Parks/Explore/Boerner-Botanical-Gardens,"Botanical Garden, Pollinator Plants, Butterflies, Horticulture, Education","Boerner Botanical Gardens features diverse plant collections and educational programs that can support pollinator observation, garden monitoring, and public STEM outreach."
Wild Ones Menomonee River Area Chapter,"Milwaukee, WI",menomoneeriverarea.wildones.org,"Native Plants, Pollinator Habitat, Community Education, Garden Restoration, Biodiversity","Wild Ones Menomonee River Area promotes native landscaping through meetings, garden tours, plant sales, and community education that benefits bees, butterflies, and other wildlife."
Milwaukee County Parks,"Milwaukee, WI",county.milwaukee.gov/EN/Parks,"Urban Parks, Native Habitat, Pollinator Gardens, Volunteering, Conservation","Milwaukee County Parks manages natural areas and public gardens throughout the metro, providing opportunities for habitat restoration, pollinator monitoring, and environmental technology projects."
Wisconsin Pollinators,"Milwaukee, WI",wisconsinpollinators.com,"Pollinator Education, Native Bees, Butterflies, Native Plants, Identification","Wisconsin Pollinators provides educational resources about the state's bees, butterflies, moths, and pollinator plants and can support identification and public-awareness projects."
Greater Cleveland Beekeepers Association,"Cleveland, OH",greaterclevelandbeekeepers.com,"Honey Bees, Beekeeping, Education, Mentorship, Hive Health","Greater Cleveland Beekeepers Association supports area beekeepers with meetings, training, mentoring, and public outreach about honey bees and responsible colony management."
Holden Forests & Gardens,"Cleveland, OH",holdenfg.org,"Native Plants, Pollinator Research, Botanical Gardens, Conservation, Education","Holden Forests & Gardens operates the Cleveland Botanical Garden and Holden Arboretum, supporting plant conservation, research, pollinator habitat, and public education."
Cleveland Metroparks,"Cleveland, OH",clevelandmetroparks.com,"Habitat Restoration, Native Plants, Community Science, Pollinators, Youth Education","Cleveland Metroparks manages parks and natural areas across the region and offers conservation, volunteer, and educational programs involving insects, plants, and habitat monitoring."
Nature Center at Shaker Lakes,"Cleveland, OH",shakerlakes.org,"Native Pollinators, Environmental Education, Habitat Restoration, Youth Programs, Community Science","The Nature Center at Shaker Lakes protects urban natural areas and provides hands-on environmental programs involving native plants, insects, wildlife, and ecological restoration."
Wild Ones Greater Cleveland,"Cleveland, OH",greatercleveland.wildones.org,"Native Plants, Pollinator Gardens, Community Education, Habitat, Biodiversity","Wild Ones Greater Cleveland promotes native plant landscaping and offers local programs, garden resources, and volunteer opportunities that support pollinator habitat."
Cuyahoga County Master Gardeners,"Cleveland, OH",cuyahoga.osu.edu/program-areas/master-gardener-volunteers,"Gardening Education, Pollinator Plants, Community Outreach, Native Plants, Demonstration Gardens","Cuyahoga County Master Gardener Volunteers provide science-based gardening education and community projects that include pollinator gardens, native plants, and youth outreach."
Cleveland Museum of Natural History,"Cleveland, OH",cmnh.org,"Entomology, Biodiversity, Conservation Research, Museum Education, Community Science","The Cleveland Museum of Natural History conducts biodiversity research and public education, offering opportunities for insect identification, conservation technology, and interactive exhibits."
Rust Belt Riders — Tilth Soil and Community Gardens,"Cleveland, OH",rustbeltriders.com,"Urban Agriculture, Community Gardens, Soil Health, Pollinator Habitat, Sustainability","Rust Belt Riders supports composting, soil health, and community growing projects in Cleveland, creating potential partnerships around garden monitoring and pollinator-friendly urban agriculture."
Queen City Pollinator Project,"Cincinnati, OH",queencitypollinatorproject.org,"Pollinator Conservation, Education, Habitat Creation, Community Outreach, Native Plants","Queen City Pollinator Project protects bees, butterflies, and other pollinators through public education, habitat projects, and community action across Greater Cincinnati."
Cincinnati Zoo & Botanical Garden — Plant for Pollinators,"Cincinnati, OH",cincinnatizoo.org/gardens/plant-for-pollinators,"Pollinator Gardens, Community Challenge, Native Plants, Education, Conservation","The Plant for Pollinators program encourages residents, schools, and organizations to register and maintain pollinator gardens throughout the Cincinnati region."
Civic Garden Center of Greater Cincinnati,"Cincinnati, OH",civicgardencenter.org,"Pollinator Gardens, Community Gardening, Native Plants, Education, Volunteering","The Civic Garden Center creates pollinator gardens and supports community gardening, environmental education, and volunteer projects in Cincinnati neighborhoods."
Cincinnati Nature Center,"Cincinnati, OH",cincynature.org,"Native Plants, Habitat Restoration, Pollinator Education, Conservation, Field Programs","Cincinnati Nature Center protects natural areas, propagates native plants, and offers public and school programs about ecosystems, insects, and wildlife-friendly landscaping."
Southwestern Ohio Beekeepers Association,"Cincinnati, OH",swohiobeekeepers.com,"Honey Bees, Beekeeping, Education, Mentorship, Hive Health","Southwestern Ohio Beekeepers Association provides local meetings, training, and support for beekeepers and can help teams identify practical hive-monitoring and colony-health challenges."
Cincinnati Parks,"Cincinnati, OH",cincinnati-oh.gov/cincyparks,"Urban Parks, Pollinator Habitat, Native Plants, Conservation, Community Programs","Cincinnati Parks manages gardens, natural areas, and public green spaces that provide opportunities for pollinator habitat projects, monitoring, and community education."
Green Umbrella,"Cincinnati, OH",greenumbrella.org,"Regional Sustainability, Biodiversity, Native Plants, Collaboration, Community Projects","Green Umbrella coordinates sustainability organizations across Greater Cincinnati and can connect teams with local partners working on habitat, food systems, and environmental education."
OSU Extension Hamilton County,"Cincinnati, OH",hamilton.osu.edu,"Pollinator Education, Native Plants, Agriculture, Master Gardeners, Community Outreach","OSU Extension Hamilton County provides research-based resources and programs about pollinators, gardening, agriculture, and native plants for schools and community groups."
Omaha Bee Club,"Omaha, NE",omahabeeclub.com,"Honey Bees, Beekeeping, Education, Mentorship, Hive Health","Omaha Bee Club supports metro-area beekeepers through meetings, resources, swarm assistance, and education about honey bees and successful hive management."
Nebraska Monarchs,"Omaha, NE",nebraskamonarchs.com,"Monarch Butterflies, Milkweed, Habitat Restoration, Native Plants, Community Outreach","Nebraska Monarchs restores pollinator habitat through milkweed and native-plant giveaways, education, and partnerships with schools, businesses, and community groups."
Lauritzen Gardens,"Omaha, NE",lauritzengardens.org,"Botanical Garden, Pollinator Plants, Butterflies, Education, Youth Programs","Lauritzen Gardens offers plant collections, conservation programs, and educational activities that can support pollinator monitoring, garden technology, and public STEM exhibits."
Fontenelle Forest,"Omaha, NE",fontenelleforest.org,"Habitat Conservation, Native Plants, Community Science, Environmental Education, Pollinators","Fontenelle Forest protects natural areas in the Omaha metro and provides field trips, volunteer projects, and ecological education involving insects, plants, and habitat restoration."
Omaha's Henry Doorly Zoo and Aquarium,"Omaha, NE",omahazoo.com,"Butterflies, Insect Education, Conservation, Museum Outreach, Youth Programs","Omaha's Henry Doorly Zoo and Aquarium provides conservation education and exhibits that can support butterfly monitoring, insect identification, and interactive technology projects."
Grasslands Unlimited,"Omaha, NE",grasslandsunlimited.org,"Pocket Prairies, Native Plants, Pollinator Habitat, Urban Restoration, Community Projects","Grasslands Unlimited creates and supports native pocket prairies around Omaha, helping restore habitat for bees, butterflies, and other local wildlife."
City Sprouts Omaha,"Omaha, NE",omahasprouts.org,"Community Gardens, Urban Agriculture, Youth Education, Pollinator Habitat, Sustainability","City Sprouts operates community gardens and educational programs in Omaha, creating opportunities for smart irrigation, garden sensing, and pollinator-friendly growing projects."
Nebraska Extension in Douglas-Sarpy Counties,"Omaha, NE",extension.unl.edu/statewide/douglas-sarpy,"Pollinator Education, Master Gardeners, Native Plants, Agriculture, Community Outreach","Nebraska Extension provides science-based gardening, insect, and pollinator resources along with Master Gardener and youth programs throughout the Omaha metro."
Kentuckiana Beekeepers Association,"Louisville, KY",kentuckianabeekeepers.org,"Honey Bees, Beekeeping, Education, Mentorship, Hive Health","Kentuckiana Beekeepers Association connects beekeepers in the Louisville region through education, meetings, mentoring, and practical support for healthy colonies."
Louisville Grows,"Louisville, KY",louisvillegrows.org,"Urban Forestry, Community Gardens, Native Plants, Pollinator Habitat, Youth Education","Louisville Grows works with neighborhoods on community gardens, urban forestry, and environmental education, providing opportunities for pollinator habitat and garden technology projects."
Louisville Nature Center,"Louisville, KY",louisvillenaturecenter.org,"Native Plants, Environmental Education, Habitat Restoration, Pollinators, Field Trips","Louisville Nature Center protects urban natural habitat and provides school, volunteer, and public programs about native plants, insects, and local ecosystems."
Bernheim Forest and Arboretum,"Louisville, KY",bernheim.org,"Conservation Research, Native Plants, Pollinators, Environmental Education, Art and Science","Bernheim protects thousands of acres near Louisville and supports research, education, habitat restoration, and creative projects connecting science, technology, and nature."
Waterfront Botanical Gardens,"Louisville, KY",waterfrontgardens.org,"Botanical Garden, Pollinator Plants, Youth Programs, Horticulture, Community Education","Waterfront Botanical Gardens provides plant-based education and public gardens that can support pollinator observation, environmental sensors, and interactive STEM activities."
Idlewild Butterfly Farm,"Louisville, KY",idlewildbutterflyfarm.com,"Butterflies, Pollinator Education, Native Plants, Insect Conservation, Youth Outreach","Idlewild Butterfly Farm raises butterflies and provides educational programs and resources about butterfly life cycles, host plants, and pollinator conservation."
Wild Ones Louisville Chapter,"Louisville, KY",louisville.wildones.org,"Native Plants, Pollinator Habitat, Community Education, Garden Restoration, Biodiversity","Wild Ones Louisville promotes native landscaping through meetings, plant resources, garden tours, and community projects that benefit bees, butterflies, and other wildlife."
Louisville Zoo,"Louisville, KY",louisvillezoo.org,"Conservation Education, Butterflies, Pollinators, Youth Programs, Wildlife","The Louisville Zoo offers conservation and education programs that can support projects involving butterflies, habitat monitoring, biodiversity, and visitor-facing technology."
Bee City Richmond,"Richmond, VA",beecityrichmondva.org,"Native Bees, Pollinator Habitat, Community Education, Pesticide Reduction, Native Plants","Bee City Richmond coordinates local efforts to expand pollinator habitat, increase native plantings, provide nesting sites, and reduce harmful pesticide use."
Richmond Beekeepers Association,"Richmond, VA",richmondbeekeepers.org,"Honey Bees, Beekeeping, Education, Mentorship, Hive Health","Richmond Beekeepers Association supports local beekeepers with meetings, classes, mentoring, and public outreach about honey bees and colony management."
Lewis Ginter Botanical Garden,"Richmond, VA",lewisginter.org,"Botanical Garden, Pollinator Plants, Butterflies, Education, Community Programs","Lewis Ginter Botanical Garden maintains diverse gardens and offers education about plants, insects, butterflies, and sustainable horticulture."
Maymont,"Richmond, VA",maymont.org,"Native Plants, Gardens, Environmental Education, Wildlife, Pollinator Habitat","Maymont's gardens, nature center, and educational programs provide opportunities for pollinator observation, habitat monitoring, and hands-on youth outreach."
Virginia Native Plant Society — Pocahontas Chapter,"Richmond, VA",vnps.org/pocahontas,"Native Plants, Pollinator Habitat, Conservation, Community Education, Field Trips","The Pocahontas Chapter promotes native plants and habitat conservation in the Richmond area through talks, field trips, plant sales, and community education."
VCU Native Plant–Pollinator Biodiversity Project,"Richmond, VA",slss.vcu.edu,"Pollinator Research, Native Plants, Community Science, Data Analysis, Education",Virginia Commonwealth University's pollinator biodiversity project studies how native and non-native plants affect pollinator abundance and engages students and the public in research.
Capital Region Land Conservancy,"Richmond, VA",capitalregionland.org,"Land Conservation, Native Habitat, Biodiversity, Community Partnerships, Restoration","Capital Region Land Conservancy protects natural areas around Richmond and can support projects involving habitat restoration, mapping, and biodiversity monitoring."
Richmond Master Gardeners,"Richmond, VA",richmond-city.ext.vt.edu/programs/master-gardeners.html,"Gardening Education, Pollinator Plants, Native Plants, Community Outreach, Demonstration Gardens","Richmond Master Gardeners provide research-based gardening education and community projects involving native plants, pollinator habitat, and sustainable landscapes."
Albuquerque Beekeepers,"Albuquerque, NM",abqbeeks.org,"Honey Bees, Beekeeping, Education, Mentorship, Swarm Support","Albuquerque Beekeepers connects local beekeepers through education, meetings, swarm assistance, and practical resources adapted to New Mexico's climate."
ABQ Bees,"Albuquerque, NM",abqbees.com,"Urban Beekeeping, Honey Bees, Pollinator Habitat, Native Plants, Community Education","ABQ Bees maintains urban apiaries, provides care for local swarms, and encourages native planting and habitat creation for all pollinators."
Think Like a Bee,"Albuquerque, NM",thinklikeabee.org,"Pollinator Education, Native Bees, Habitat, Advocacy, Community Programs","Think Like a Bee promotes pollinator awareness, habitat creation, and community education and helped support Albuquerque's Bee City USA designation."
Native Plant Society of New Mexico — Albuquerque Chapter,"Albuquerque, NM",npsnm.org/albuquerque,"Native Plants, Pollinator Habitat, Conservation, Education, Water-Wise Gardening","The Albuquerque Chapter promotes native plant knowledge and conservation through lectures, field activities, and resources that support bees, butterflies, and other desert pollinators."
ABQ BioPark Botanic Garden,"Albuquerque, NM",cabq.gov/artsculture/biopark/garden,"Botanical Garden, Native Plants, Pollinator Education, Conservation, Youth Programs","ABQ BioPark Botanic Garden maintains regional plant collections and pollinator-focused programs that can support monitoring, educational displays, and habitat research."
Burque Bee City USA,"Albuquerque, NM",cabq.gov/parksandrecreation/open-space/bee-city-usa,"Pollinator Habitat, Native Bees, Community Action, Pesticide Reduction, Public Education","Burque Bee City USA coordinates citywide efforts to protect pollinators by expanding native habitat, reducing pesticide risks, and engaging residents and organizations."
Rio Grande Nature Center State Park,"Albuquerque, NM",emnrd.nm.gov/spd/find-a-park/rio-grande-nature-center-state-park,"Native Habitat, Environmental Education, Community Science, Wildlife, Pollinators","Rio Grande Nature Center protects bosque habitat and provides education and volunteer opportunities involving native plants, insects, birds, and ecosystem monitoring."
New Mexico Beekeepers Association,"Albuquerque, NM",nmbeekeepers.org,"Honey Bees, Beekeeping, Education, Statewide Network, Hive Health","New Mexico Beekeepers Association connects local clubs and beekeepers with training, resources, and outreach on colony health and responsible beekeeping."
Southern Arizona Beekeepers Association,"Tucson, AZ",southernazbeekeepers.org,"Honey Bees, Beekeeping, Education, Mentorship, Hive Health","Southern Arizona Beekeepers Association supports local beekeepers with meetings, training, swarm resources, and education adapted to desert conditions."
Tucson Botanical Gardens,"Tucson, AZ",tucsonbotanical.org,"Botanical Garden, Butterflies, Pollinator Plants, Education, Youth Programs","Tucson Botanical Gardens features pollinator-friendly plantings and butterfly programming that can support insect monitoring, environmental sensing, and public exhibits."
Tohono Chul,"Tucson, AZ",tohonochul.org,"Desert Plants, Pollinator Habitat, Conservation, Education, Community Programs","Tohono Chul connects people with Sonoran Desert nature through gardens, exhibits, and programs featuring native plants, insects, hummingbirds, and other pollinators."
Arizona-Sonora Desert Museum,"Tucson, AZ",desertmuseum.org,"Pollinators, Desert Ecology, Conservation Research, Museum Education, Native Plants","The Arizona-Sonora Desert Museum combines a zoo, botanical garden, and research organization with educational programs about desert pollinators and biodiversity."
Pima County Master Gardeners,"Tucson, AZ",extension.arizona.edu/pima-master-gardeners,"Gardening Education, Pollinator Plants, Desert Landscaping, Community Outreach, Native Plants","Pima County Master Gardeners provide research-based education on desert gardening, native plants, and pollinator-friendly landscapes for residents and schools."
Native Seeds/SEARCH,"Tucson, AZ",nativeseeds.org,"Native Plants, Seed Conservation, Agriculture, Biodiversity, Education",Native Seeds/SEARCH conserves crop and wild plant diversity of the Southwest and supports education and gardens that can provide resources for pollinators.
